no,nama_pekerja,id_pekerja,bagian,fungsi,start_date,end_date,bulan,lokasi,dur,training_id,nama_pelatihan,layering,gender,sumber_data,educational_establishment,skill_group,jenis_pelatihan,valid_for_'year,expire_date,month_ed,year_ed,status,nama_lembaga/provider_sertifikasi,tgl_terima__sertifikat,data_issue
98,Employee_0292,ID0292,SRU & IPAL,Processing Line B,2025-03-03,2025-03-04,March,Surabaya,2,4724,Pelatihan Limbah Non B3,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-03-04,3,2025,Aktif,NULL,NULL,False
99,Employee_0293,ID0293,SRU & IPAL,Processing Line B,2025-03-03,2025-03-04,March,Jakarta,2,4724,Pelatihan Limbah Non B3,Jr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-03-04,3,2025,Aktif,NULL,NULL,False
100,Employee_0316,ID0316,SRU & IPAL,Processing Line B,2025-03-05,2025-03-05,March,Semarang,1,6321,Sertifikasi Limbah Non B3,Jr. Staff,Male,SAP,Sertifikasi Kompetensi,Production Group,Certification,3,2028-03-05,3,2028,Aktif,NULL,NULL,False
101,Employee_0292,ID0292,SRU & IPAL,Processing Line B,2025-03-05,2025-03-05,March,Jakarta,1,0889,Sertifikasi Limbah Non B3,Jr. Staff,Male,SAP,Sertifikasi Kompetensi,Production Group,Certification,3,2028-03-05,3,2028,Aktif,NULL,NULL,False
102,Employee_0293,ID0293,SRU & IPAL,Processing Line B,2025-03-05,2025-03-05,March,Jakarta,1,1713,Sertifikasi Limbah Non B3,Jr. Staff,Male,SAP,Sertifikasi Kompetensi,Production Group,Certification,3,2028-03-05,3,2028,Aktif,NULL,NULL,False
103,Employee_0536,ID0536,RFCC,Processing Line C,2025-03-05,2025-03-07,March,Purwokerto,3,2255,Intermediate Safety for Refinery (ISR),Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-03-07,3,2025,Aktif,NULL,NULL,False
104,Employee_0013,ID0013,Fuel Oil Complex I,Processing Line A,2025-03-05,2025-03-07,March,Jakarta,3,1713,Intermediate Safety for Refinery (ISR),Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-03-07,3,2025,Aktif,NULL,NULL,False
105,Employee_1429,ID1429,Contract Office,Supply Chain & Procurement,2025-03-13,2025-03-13,March,Jakarta,1,2278,Executive Sustainability Academy,Staff,Female,SAP,Training,Supporting Group,Technical Training,NULL,2025-03-13,3,2025,Aktif,NULL,NULL,False
106,Employee_1441,ID1441,Budgeting,Finance & Accounting,2025-03-13,2025-03-13,March,Jakarta,1,6321,Fraud Awareness,Sr. Staff,Female,SAP,Training,Supporting Group,Technical Training,NULL,2025-03-13,3,2025,Aktif,NULL,NULL,False
107,Employee_0982,ID0982,Maintenance Area 3,Mechanical Maintenance Team,2025-03-31,2025-03-31,March,Yogyakarta,1,2276,Fraud Awareness (Mobile Learning),Staff,Male,SAP,Mobile Learning,Maintenance Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
108,Employee_1318,ID1318,Project Engineering,Engineering & Innovation,2025-03-31,2025-03-31,March,Purwokerto,1,7454,EPPM Stage - 1 (Mobile Learning),Staff,Male,SAP,Mobile Learning,Engineering Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
109,Employee_0539,ID0539,RFCC,Processing Line C,2025-03-31,2025-03-31,March,Purwokerto,1,3333,Competency Based Interview (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
110,Employee_1306,ID1306,Project Engineering,Engineering & Innovation,2025-03-31,2025-03-31,March,Jakarta,1,0184,Geothermal Introduction (Mobile Learning),Staff,Male,SAP,Mobile Learning,Engineering Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
111,Employee_0396,ID0396,LOC II,Processing Line B,2025-03-31,2025-03-31,March,Purwokerto,1,1090,Basic Lubricant and Lubrication (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
112,Employee_0401,ID0401,LOC II,Processing Line B,2025-03-31,2025-03-31,March,Cilacap,1,0671,Basic Lubricant and Lubrication (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
113,Employee_0436,ID0436,LOC III,Processing Line B,2025-03-31,2025-03-31,March,Bandung,1,4724,Respectful Workplace (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
114,Employee_0436,ID0436,LOC III,Processing Line B,2025-03-31,2025-03-31,March,Palembang,1,4725,Competency Based Interview (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
115,Employee_0546,ID0546,RFCC,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,6321,Perilaku Hidup Sehat (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
116,Employee_0564,ID0564,RFCC,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,4724,HSE Mandatory - CLSR (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
117,Employee_0603,ID0603,RFCC,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,0063,Basic HSSE for SPBU,Jr. Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
118,Employee_0603,ID0603,RFCC,Processing Line C,2025-03-31,2025-03-31,March,Semarang,1,7454,Energizing You (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
119,Employee_0594,ID0594,RFCC,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,0071,Perilaku Hidup Sehat (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
120,Employee_0574,ID0574,RFCC,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,0922,EPPM Stage - 1 (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
121,Employee_0540,ID0540,RFCC,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,0543,Perilaku Hidup Sehat (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
122,Employee_0540,ID0540,RFCC,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,1303,Fraud Awareness (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
123,Employee_0540,ID0540,RFCC,Processing Line C,2025-03-31,2025-03-31,March,Bandung,1,2276,Basic HSSE for SPBU,Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
124,Employee_0540,ID0540,RFCC,Processing Line C,2025-03-31,2025-03-31,March,Palembang,1,0274,Basic Sediment & Water Assessment (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
125,Employee_0540,ID0540,RFCC,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,0071,Cara Pengajuan Permintaan & Pelaporan Kendala Layanan Shared Services ICT (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
126,Employee_0540,ID0540,RFCC,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,4724,Communication Skill (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
127,Employee_0540,ID0540,RFCC,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,3421,EPPM Stage - 1 (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
128,Employee_0540,ID0540,RFCC,Processing Line C,2025-03-31,2025-03-31,March,Palembang,1,1713,Stress Management (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
129,Employee_0540,ID0540,RFCC,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,0274,HSE Mandatory - CLSR (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
130,Employee_0576,ID0576,RFCC,Processing Line C,2025-03-31,2025-03-31,March,Bandung,1,4724,HSE Mandatory - CLSR (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
131,Employee_0622,ID0622,Utilities RFCC,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,0071,Respectful Workplace (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
132,Employee_0622,ID0622,Utilities RFCC,Processing Line C,2025-03-31,2025-03-31,March,Semarang,1,3409,Basic HSSE for SPBU,Jr. Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
133,Employee_0638,ID0638,Utilities RFCC,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,6321,Fraud Awareness (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
134,Employee_0644,ID0644,Utilities RFCC,Processing Line C,2025-03-31,2025-03-31,March,Purwokerto,1,4633,Fraud Awareness (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
135,Employee_0613,ID0613,Utilities RFCC,Processing Line C,2025-03-31,2025-03-31,March,Purwokerto,1,4724,Perilaku Hidup Sehat (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
136,Employee_0536,ID0536,RFCC,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,1303,Fraud Awareness (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
137,Employee_0996,ID0996,Maintenance Area 3,Mechanical Maintenance Team,2025-03-31,2025-03-31,March,Purwokerto,1,0325,Perilaku Hidup Sehat (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Maintenance Group,HSSE Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
138,Employee_0996,ID0996,Maintenance Area 3,Mechanical Maintenance Team,2025-03-31,2025-03-31,March,Jakarta,1,0543,Stress Management (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Maintenance Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
139,Employee_1020,ID1020,Maintenance Area 4,Mechanical Maintenance Team,2025-03-31,2025-03-31,March,Jakarta,1,4724,Perilaku Hidup Sehat (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Maintenance Group,HSSE Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
140,Employee_1020,ID1020,Maintenance Area 4,Mechanical Maintenance Team,2025-03-31,2025-03-31,March,Semarang,1,0926,Fraud Awareness (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Maintenance Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
141,Employee_1025,ID1025,Maintenance Area 4,Mechanical Maintenance Team,2025-03-31,2025-03-31,March,Bandung,1,6321,Basic HSSE for SPBU,Jr. Staff,Male,SAP,Mobile Learning,Maintenance Group,HSSE Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
142,Employee_1025,ID1025,Maintenance Area 4,Mechanical Maintenance Team,2025-03-31,2025-03-31,March,Cilacap,1,0936,Competency Based Interview (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Maintenance Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
143,Employee_1025,ID1025,Maintenance Area 4,Mechanical Maintenance Team,2025-03-31,2025-03-31,March,Purwokerto,1,6321,Finance for Non Finance (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Maintenance Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
144,Employee_1025,ID1025,Maintenance Area 4,Mechanical Maintenance Team,2025-03-31,2025-03-31,March,Jakarta,1,2256,Full Digitalisasi Layanan Invoice & Payment iVendor (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Maintenance Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
145,Employee_1025,ID1025,Maintenance Area 4,Mechanical Maintenance Team,2025-03-31,2025-03-31,March,Purwokerto,1,0063,Stress Management (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Maintenance Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
146,Employee_1025,ID1025,Maintenance Area 4,Mechanical Maintenance Team,2025-03-31,2025-03-31,March,Jakarta,1,4724,Geothermal Introduction (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Maintenance Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
147,Employee_0860,ID0860,Planning & Scheduling,Maintenance Strategy & Planning,2025-03-31,2025-03-31,March,Purwokerto,1,1089,Respectful Workplace (Mobile Learning),Staff,Male,SAP,Mobile Learning,Maintenance Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
148,Employee_0715,ID0715,Utilities,Processing Line C,2025-03-31,2025-03-31,March,Purwokerto,1,4724,Energizing You (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
149,Employee_0715,ID0715,Utilities,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,4724,EPPM Stage - 1 (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
150,Employee_0715,ID0715,Utilities,Processing Line C,2025-03-31,2025-03-31,March,Yogyakarta,1,6319,Geothermal Introduction (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
151,Employee_0714,ID0714,Utilities,Processing Line C,2025-03-31,2025-03-31,March,Palembang,1,4725,Perilaku Hidup Sehat (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
152,Employee_0714,ID0714,Utilities,Processing Line C,2025-03-31,2025-03-31,March,Purwokerto,1,8729,Fundamental Behaviour Based Safety (BBS) (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
153,Employee_0714,ID0714,Utilities,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,0543,Stress Management (Mobile Learning),Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
154,Employee_0745,ID0745,Utilities,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,4725,HSE Mandatory - CLSR (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
155,Employee_0740,ID0740,Utilities,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,4725,Respectful Workplace (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
156,Employee_0740,ID0740,Utilities,Processing Line C,2025-03-31,2025-03-31,March,Jakarta,1,2276,Perilaku Hidup Sehat (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
157,Employee_0740,ID0740,Utilities,Processing Line C,2025-03-31,2025-03-31,March,Yogyakarta,1,6321,Fundamental Behaviour Based Safety (BBS) (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,HSSE Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
158,Employee_1410,ID1410,Purchasing,Supply Chain & Procurement,2025-03-31,2025-03-31,March,Jakarta,1,0103,Fraud Awareness (Mobile Learning),Staff,Male,SAP,Mobile Learning,Supporting Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
159,Employee_0312,ID0312,SRU & IPAL,Processing Line B,2025-03-31,2025-03-31,March,Jakarta,1,1713,Fraud Awareness (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-03-31,3,2025,Aktif,NULL,NULL,False
160,Employee_1366,ID1366,Emergency & Insurance,"Health, Safety & Environment",2025-04-21,2025-04-27,April,Purwokerto,7,4724,Ahli K3 Kebakaran Class C (Regu Penanggu langan Kebakaran),Jr. Staff,Male,SAP,Training,HSSE Group,HSSE Training,5,2030-04-27,4,2030,Aktif,Provider 1,2025-09-10 00:00:00,False
161,Employee_1368,ID1368,Emergency & Insurance,"Health, Safety & Environment",2025-04-21,2025-04-27,April,Jakarta,7,4725,Ahli K3 Kebakaran Class C (Regu Penanggu langan Kebakaran),Jr. Staff,Male,SAP,Training,HSSE Group,HSSE Training,5,2030-04-27,4,2030,Aktif,Provider 1,2025-09-10 00:00:00,False
162,Employee_1370,ID1370,Emergency & Insurance,"Health, Safety & Environment",2025-04-21,2025-04-27,April,Bandung,7,0364,Ahli K3 Kebakaran Class C (Regu Penanggu langan Kebakaran),Jr. Staff,Male,SAP,Training,HSSE Group,HSSE Training,5,2030-04-27,4,2030,Aktif,Provider 1,2025-09-10 00:00:00,False
163,Employee_1380,ID1380,Emergency & Insurance,"Health, Safety & Environment",2025-04-21,2025-04-27,April,Jakarta,7,0071,Ahli K3 Kebakaran Class C (Regu Penanggu langan Kebakaran),Jr. Staff,Male,SAP,Training,HSSE Group,HSSE Training,5,2030-04-27,4,2030,Aktif,Provider 1,2025-09-10 00:00:00,False
164,Employee_0353,ID0353,LOC I,Processing Line B,2025-04-21,2025-04-23,April,Bandung,3,0313,Pelatihan ERM ISO 31000 CRP CRA,Staff,Male,SAP,Training,Production Group,Technical Training,NULL,2025-04-23,4,2025,Aktif,NULL,NULL,False
165,Employee_0841,ID0841,Planning & Scheduling,Maintenance Strategy & Planning,2025-04-21,2025-04-23,April,Jakarta,3,1713,Pelatihan ERM ISO 31000 CRP CRA,Staff,Male,SAP,Training,Maintenance Group,Technical Training,NULL,2025-04-23,4,2025,Aktif,NULL,NULL,False
166,Employee_0417,ID0417,LOC III,Processing Line B,2025-04-21,2025-04-23,April,Jakarta,3,0274,Advanced SUPREME Mandatory Training,Sr. Staff,Male,SAP,Training,Production Group,HSSE Training,NULL,2025-04-23,4,2025,Aktif,NULL,NULL,False
167,Employee_0353,ID0353,LOC I,Processing Line B,2025-04-24,2025-04-24,April,Jakarta,1,4725,Sertifikasi ERM ISO 31000 CRP CRA,Staff,Male,SAP,Sertifikasi Kompetensi,Production Group,Certification,3,2028-04-24,4,2028,Aktif,LSP Profesi Pasar Modal,2025-09-10 00:00:00,False
168,Employee_0841,ID0841,Planning & Scheduling,Maintenance Strategy & Planning,2025-04-24,2025-04-24,April,Bandung,1,2256,Sertifikasi ERM ISO 31000 CRP CRA,Staff,Male,SAP,Sertifikasi Kompetensi,Maintenance Group,Certification,3,2028-04-24,4,2028,Aktif,LSP Profesi Pasar Modal,2025-09-10 00:00:00,False
169,Employee_1366,ID1366,Emergency & Insurance,"Health, Safety & Environment",2025-04-28,2025-04-29,April,Bandung,2,0063,Ahli K3 Kebakaran Class D (Petugas Peran  Kebakaran),Jr. Staff,Male,SAP,Sertifikasi Kompetensi,HSSE Group,Certification,5,2030-04-29,4,2030,Aktif,Kemenaker,2025-09-10 00:00:00,False
170,Employee_1368,ID1368,Emergency & Insurance,"Health, Safety & Environment",2025-04-28,2025-04-29,April,Bandung,2,2276,Ahli K3 Kebakaran Class D (Petugas Peran  Kebakaran),Jr. Staff,Male,SAP,Sertifikasi Kompetensi,HSSE Group,Certification,5,2030-04-29,4,2030,Aktif,Kemenaker,2025-09-10 00:00:00,False
171,Employee_1370,ID1370,Emergency & Insurance,"Health, Safety & Environment",2025-04-28,2025-04-29,April,Semarang,2,3409,Ahli K3 Kebakaran Class D (Petugas Peran  Kebakaran),Jr. Staff,Male,SAP,Sertifikasi Kompetensi,HSSE Group,Certification,5,2030-04-29,4,2030,Aktif,Kemenaker,2025-09-10 00:00:00,False
172,Employee_1380,ID1380,Emergency & Insurance,"Health, Safety & Environment",2025-04-28,2025-04-29,April,Jakarta,2,8729,Ahli K3 Kebakaran Class D (Petugas Peran  Kebakaran),Jr. Staff,Male,SAP,Sertifikasi Kompetensi,HSSE Group,Certification,5,2030-04-29,4,2030,Aktif,Kemenaker,2025-09-10 00:00:00,False
173,Employee_0419,ID0419,LOC III,Processing Line B,2025-04-30,2025-04-30,April,Bandung,1,3339,Fraud Awareness (Mobile Learning),Jr. Staff,Female,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-04-30,4,2025,Aktif,NULL,NULL,False
174,Employee_0298,ID0298,SRU & IPAL,Processing Line B,2025-04-30,2025-04-30,April,Cirebon,1,0543,Fraud Awareness (Mobile Learning),Jr. Staff,Male,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-04-30,4,2025,Aktif,NULL,NULL,False
175,Employee_0747,ID0747,Utilities,Processing Line C,2025-04-30,2025-04-30,April,Surabaya,1,1713,Respectful Workplace (Mobile Learning),Jr. Staff,Female,SAP,Mobile Learning,Production Group,Technical Training,NULL,2025-04-30,4,2025,Aktif,NULL,NULL,False
