record_id;id_pekerja;training_id;jenis_pelatihan;layering;skill_group;educational_establishment;start_date;end_date;bulan;lokasi;dur;status;expire_date;month_ed;year_ed;nama_lembaga_sertifikasi;tgl_terima_sertifikat;sumber_data
ET00160;ID1370;364;HSSE Training;Jr. Staff;HSSE Group;Training;21/04/2025;27/04/2025;April;Yogyakarta;7;Aktif;27/04/2030;4;2030;Provider 1;10/09/2025 00:00;SAP
ET00161;ID1380;71;HSSE Training;Jr. Staff;HSSE Group;Training;21/04/2025;27/04/2025;April;Yogyakarta;7;Aktif;27/04/2030;4;2030;Provider 1;10/09/2025 00:00;SAP
ET00162;ID0353;313;Technical Training;Staff;Production Group;Training;21/04/2025;23/04/2025;April;Bandung;3;Aktif;23/04/2025;4;2025;;;SAP
ET00163;ID0841;1713;Technical Training;Staff;Maintenance Group;Training;21/04/2025;23/04/2025;April;Bandung;3;Aktif;23/04/2025;4;2025;;;SAP
ET00164;ID0417;274;HSSE Training;Sr. Staff;Production Group;Training;21/04/2025;23/04/2025;April;Bandung;3;Aktif;23/04/2025;4;2025;;;SAP
ET00165;ID0353;4725;Certification;Staff;Production Group;Sertifikasi Kompetensi;24/04/2025;24/04/2025;April;Bandung;1;Aktif;24/04/2028;4;2028;LSP Profesi Pasar Modal;10/09/2025 00:00;SAP
ET00166;ID0841;2256;Certification;Staff;Maintenance Group;Sertifikasi Kompetensi;24/04/2025;24/04/2025;April;Bandung;1;Aktif;24/04/2028;4;2028;LSP Profesi Pasar Modal;10/09/2025 00:00;SAP
ET00167;ID1366;63;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;28/04/2025;29/04/2025;April;Yogyakarta;2;Aktif;29/04/2030;4;2030;Kemenaker;10/09/2025 00:00;SAP
ET00168;ID1368;2276;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;28/04/2025;29/04/2025;April;Yogyakarta;2;Aktif;29/04/2030;4;2030;Kemenaker;10/09/2025 00:00;SAP
ET00169;ID1370;3409;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;28/04/2025;29/04/2025;April;Yogyakarta;2;Aktif;29/04/2030;4;2030;Kemenaker;10/09/2025 00:00;SAP
ET00170;ID1380;8729;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;28/04/2025;29/04/2025;April;Yogyakarta;2;Aktif;29/04/2030;4;2030;Kemenaker;10/09/2025 00:00;SAP
ET00171;ID0419;3339;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/04/2025;30/04/2025;April;Jakarta;1;Aktif;30/04/2025;4;2025;;;SAP
ET00172;ID0298;543;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/04/2025;30/04/2025;April;Jakarta;1;Aktif;30/04/2025;4;2025;;;SAP
ET00173;ID0747;1713;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/04/2025;30/04/2025;April;Jakarta;1;Aktif;30/04/2025;4;2025;;;SAP
ET00174;ID0849;1713;Technical Training;Staff;Maintenance Group;Mobile Learning;30/04/2025;30/04/2025;April;Jakarta;1;Aktif;30/04/2025;4;2025;;;SAP
ET00175;ID0125;8729;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/04/2025;30/04/2025;April;Jakarta;1;Aktif;30/04/2025;4;2025;;;SAP
ET00176;ID0539;2276;Technical Training;Staff;Production Group;Mobile Learning;30/04/2025;30/04/2025;April;Jakarta;1;Aktif;30/04/2025;4;2025;;;SAP
ET00177;ID0322;7475;Technical Training;Staff;Production Group;Mobile Learning;30/04/2025;30/04/2025;April;Jakarta;1;Aktif;30/04/2025;4;2025;;;SAP
ET00178;ID0388;71;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/04/2025;30/04/2025;April;Jakarta;1;Aktif;30/04/2025;4;2025;;;SAP
ET00179;ID0542;2276;Technical Training;Staff;Production Group;Mobile Learning;30/04/2025;30/04/2025;April;Jakarta;1;Aktif;30/04/2025;4;2025;;;SAP
ET00180;ID0574;3780;Technical Training;Staff;Production Group;Mobile Learning;30/04/2025;30/04/2025;April;Jakarta;1;Aktif;30/04/2025;4;2025;;;SAP
ET00181;ID0549;4724;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/04/2025;30/04/2025;April;Jakarta;1;Aktif;30/04/2025;4;2025;;;SAP
ET00182;ID0613;4724;Technical Training;Staff;Production Group;Mobile Learning;30/04/2025;30/04/2025;April;Jakarta;1;Aktif;30/04/2025;4;2025;;;SAP
ET00183;ID0988;3323;Technical Training;Jr. Staff;Maintenance Group;Mobile Learning;30/04/2025;30/04/2025;April;Jakarta;1;Aktif;30/04/2025;4;2025;;;SAP
ET00184;ID0645;313;Technical Training;Staff;Production Group;Mobile Learning;30/04/2025;30/04/2025;April;Jakarta;1;Aktif;30/04/2025;4;2025;;;SAP
ET00185;ID0745;7475;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/04/2025;30/04/2025;April;Jakarta;1;Aktif;30/04/2025;4;2025;;;SAP
ET00186;ID0393;4724;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/04/2025;30/04/2025;April;Jakarta;1;Aktif;30/04/2025;4;2025;;;SAP
ET00187;ID0295;2276;Technical Training;Jr. Staff;Production Group;Mobile Learning;30/04/2025;30/04/2025;April;Jakarta;1;Aktif;30/04/2025;4;2025;;;SAP
ET00188;ID1169;1713;technical Training;Sr. Staff;Maintenance Group;Training;05/05/2025;09/05/2025;May;Bali;5;Aktif;09/05/2025;5;2025;;;SAP
ET00189;ID0010;63;HSSE Training;Sr. Staff;Production Group;Training;05/05/2025;07/05/2025;May;Bandung;3;Aktif;07/05/2025;5;2025;;;SAP
ET00190;ID1441;1713;Certification;Sr. Staff;Supporting Group;Sertifikasi Kompetensi;14/05/2025;16/05/2025;May;Bandung;3;Aktif;16/05/2028;5;2028;;;SAP
ET00191;ID0103;4633;Certification;Staff;Production Group;Sertifikasi Kompetensi;15/05/2025;15/05/2025;May;Bogor;1;Aktif;15/05/2028;5;2028;;;SAP
ET00192;ID0122;6320;Certification;Staff;Production Group;Sertifikasi Kompetensi;15/05/2025;15/05/2025;May;Bogor;1;Aktif;15/05/2028;5;2028;;;SAP
ET00193;ID0470;4724;Certification;Staff;Production Group;Sertifikasi Kompetensi;15/05/2025;15/05/2025;May;Bogor;1;Aktif;15/05/2028;5;2028;;;SAP
ET00194;ID0868;2277;Certification;Staff;Maintenance Group;Sertifikasi Kompetensi;15/05/2025;15/05/2025;May;Bogor;1;Aktif;15/05/2028;5;2028;;;SAP
ET00195;ID0869;543;Certification;Staff;Maintenance Group;Sertifikasi Kompetensi;15/05/2025;15/05/2025;May;Bogor;1;Aktif;15/05/2028;5;2028;;;SAP
ET00196;ID0845;63;Certification;Staff;Maintenance Group;Sertifikasi Kompetensi;15/05/2025;15/05/2025;May;Bogor;1;Aktif;15/05/2028;5;2028;;;SAP
ET00197;ID1183;4724;Certification;Jr. Staff;Engineering Group;Sertifikasi Kompetensi;15/05/2025;15/05/2025;May;Bogor;1;Aktif;15/05/2028;5;2028;;;SAP
ET00198;ID0026;1089;Certification;Staff;Production Group;Sertifikasi Kompetensi;15/05/2025;15/05/2025;May;Bogor;1;Aktif;15/05/2028;5;2028;;;SAP
ET00199;ID0041;1713;Certification;Staff;Production Group;Sertifikasi Kompetensi;15/05/2025;15/05/2025;May;Bogor;1;Aktif;15/05/2028;5;2028;;;SAP
ET00200;ID0305;449;Technical Training;Staff;Production Group;Training;19/05/2025;22/05/2025;May;Magelang;4;Aktif;22/05/2025;5;2025;;;SAP
ET00201;ID0880;1713;HSSE Training;Staff;Maintenance Group;Training;05/05/2025;08/05/2025;May;Jakarta;4;Aktif;08/05/2025;5;2025;;;SAP
ET00202;ID1464;7498;Technical Training;Sr. Staff;Supporting Group;Training;05/05/2025;07/05/2025;May;Surabaya;3;Aktif;07/05/2025;5;2025;;;SAP
ET00203;ID1350;1456;Technical Training;Executive;HSSE Group;Training;05/05/2025;07/05/2025;May;Surabaya;3;Aktif;07/05/2025;5;2025;;;SAP
ET00204;ID1452;4724;Technical Training;Executive;Supporting Group;Training;05/05/2025;07/05/2025;May;Surabaya;3;Aktif;07/05/2025;5;2025;;;SAP
ET00205;ID0007;63;Technical Training;Executive;Production Group;Training;05/05/2025;07/05/2025;May;Surabaya;3;Aktif;07/05/2025;5;2025;;;SAP
ET00206;ID1486;184;Technical Training;Executive;Maintenance Group;Training;05/05/2025;07/05/2025;May;Surabaya;3;Aktif;07/05/2025;5;2025;;;SAP
ET00207;ID0715;6321;HSSE Training;Staff;Production Group;Training;05/05/2025;08/05/2025;May;Jakarta;4;Aktif;08/05/2025;5;2025;;;SAP
ET00208;ID0278;5094;Technical Training;Executive;Production Group;Training;05/05/2025;07/05/2025;May;Surabaya;3;Aktif;07/05/2025;5;2025;;;SAP
ET00209;ID1466;4725;HSSE Training;Staff;Supporting Group;Training;05/05/2025;08/05/2025;May;Jakarta;4;Aktif;08/05/2025;5;2025;;;SAP
ET00210;ID1402;3323;HSSE Training;Staff;HSSE Group;Training;07/05/2025;09/05/2025;May;Cirebon;3;Aktif;09/05/2025;5;2025;;;SAP
ET00211;ID1322;364;HSSE Training;Staff;Engineering Group;Training;07/05/2025;09/05/2025;May;Cirebon;3;Aktif;09/05/2025;5;2025;;;SAP
ET00212;ID1253;4725;HSSE Training;Jr. Staff;Engineering Group;Training;07/05/2025;08/05/2025;May;Bandung;2;Aktif;08/05/2025;5;2025;;;SAP
ET00213;ID0205;3330;HSSE Training;Jr. Staff;Production Group;Training;09/05/2025;09/05/2025;May;Bandung;1;Aktif;09/05/2025;5;2025;;;SAP
ET00214;ID1253;2298;Certification;Jr. Staff;Engineering Group;Sertifikasi Kompetensi;09/05/2025;09/05/2025;May;Bandung;1;Aktif;09/05/2028;5;2028;;;SAP
ET00215;ID1440;543;Certification;Executive;Supporting Group;Sertifikasi Kompetensi;14/05/2025;16/05/2025;May;Bandung;3;Aktif;16/05/2028;5;2028;;;SAP
ET00216;ID1372;543;HSSE Training;Jr. Staff;HSSE Group;Training;19/05/2025;25/05/2025;May;Yogyakarta;7;Aktif;25/05/2030;5;2030;Provider 1;09/10/2025 00:00;SAP
ET00217;ID1365;6321;HSSE Training;Jr. Staff;HSSE Group;Training;19/05/2025;25/05/2025;May;Yogyakarta;7;Aktif;25/05/2030;5;2030;Provider 1;09/10/2025 00:00;SAP
ET00218;ID1374;126;HSSE Training;Jr. Staff;HSSE Group;Training;19/05/2025;25/05/2025;May;Yogyakarta;7;Aktif;25/05/2030;5;2030;Provider 1;09/10/2025 00:00;SAP
ET00219;ID1378;4724;HSSE Training;Jr. Staff;HSSE Group;Training;19/05/2025;25/05/2025;May;Yogyakarta;7;Aktif;25/05/2030;5;2030;Provider 1;09/10/2025 00:00;SAP
ET00220;ID1379;188;HSSE Training;Jr. Staff;HSSE Group;Training;19/05/2025;25/05/2025;May;Yogyakarta;7;Aktif;25/05/2030;5;2030;Provider 1;09/10/2025 00:00;SAP
ET00221;ID0236;1303;Technical Training;Sr. Staff;Production Group;Training;19/05/2025;23/05/2025;May;Yogyakarta;5;Aktif;23/05/2025;5;2025;;;SAP
ET00222;ID0394;364;Technical Training;Sr. Staff;Production Group;Training;19/05/2025;23/05/2025;May;Bali;5;Aktif;23/05/2025;5;2025;;;SAP
ET00223;ID0279;699;Technical Training;Sr. Staff;Production Group;Training;19/05/2025;23/05/2025;May;Bali;5;Aktif;23/05/2025;5;2025;;;SAP
ET00224;ID1272;1303;Technical Training;Sr. Staff;Engineering Group;Training;22/05/2025;22/05/2025;May;Jakarta;1;Aktif;22/05/2025;5;2025;;;SAP
ET00225;ID1311;1089;Technical Training;Staff;Maintenance Group;Training;22/05/2025;22/05/2025;May;Jakarta;1;Aktif;22/05/2025;5;2025;;;SAP
ET00226;ID1372;342;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2030;5;2030;Kemenaker;09/10/2025 00:00;SAP
ET00227;ID1365;4725;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2030;5;2030;Kemenaker;09/10/2025 00:00;SAP
ET00228;ID1374;4724;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2030;5;2030;Kemenaker;09/10/2025 00:00;SAP
ET00229;ID1378;2258;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2030;5;2030;Kemenaker;09/10/2025 00:00;SAP
ET00230;ID1379;1713;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;26/05/2025;28/05/2025;May;Yogyakarta;3;Aktif;28/05/2030;5;2030;Kemenaker;09/10/2025 00:00;SAP
ET00231;ID1486;4724;HSSE Training;Executive;Maintenance Group;Training;26/05/2025;27/05/2025;May;Bandung;2;Aktif;27/05/2025;5;2025;;;SAP
ET00232;ID1306;184;Technical Training;Staff;Engineering Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00233;ID0369;65;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00234;ID0408;4724;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00235;ID0377;926;HSSE Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00236;ID0434;4724;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00237;ID0614;71;HSSE Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00238;ID0614;543;HSSE Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00239;ID0614;2256;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00240;ID0615;364;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00241;ID0636;1713;HSSE Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00242;ID0636;3780;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00243;ID0636;449;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00244;ID0636;8474;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00245;ID0636;6321;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00246;ID0636;322;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00247;ID0636;1713;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00248;ID0636;126;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00249;ID0636;6320;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00250;ID0636;63;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00251;ID0636;307;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00252;ID0636;1456;HSSE Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00253;ID0636;364;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00254;ID0636;3780;HSSE Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00255;ID0636;71;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00256;ID0636;184;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00257;ID0636;7454;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00258;ID0636;4724;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00259;ID0648;184;HSSE Training;Jr. Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00260;ID0648;671;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00261;ID0648;4724;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00262;ID0648;922;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00263;ID0648;1713;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00264;ID0648;1469;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00265;ID0692;6321;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00266;ID0692;274;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00267;ID0715;699;Technical Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00268;ID0664;126;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00269;ID0714;4725;HSSE Training;Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00270;ID0557;325;HSSE Training;Jr. Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00271;ID0557;2256;HSSE Training;Jr. Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00272;ID0457;4230;Technical Training;Jr. Staff;Production Group;Mobile Learning;31/05/2025;31/05/2025;May;Jakarta;1;Aktif;31/05/2025;5;2025;;;SAP
ET00273;ID1400;63;Technical Training;Staff;HSSE Group;Training;02/06/2025;04/06/2025;June;Bandung;3;Aktif;04/06/2025;6;2025;;;SAP
ET00274;ID0655;3321;Technical Training;Staff;Production Group;Training;02/06/2025;04/06/2025;June;Bandung;3;Aktif;04/06/2025;6;2025;;;SAP
ET00275;ID1400;1713;Certification;Staff;HSSE Group;Sertifikasi Kompetensi;05/06/2025;05/06/2025;June;Bandung;1;Aktif;05/06/2028;6;2028;LSP Profesi Pasar Modal;10/09/2025 00:00;SAP
ET00276;ID0655;6321;Certification;Staff;Production Group;Sertifikasi Kompetensi;05/06/2025;05/06/2025;June;Bandung;1;Aktif;05/06/2028;6;2028;LSP Profesi Pasar Modal;10/09/2025 00:00;SAP
ET00277;ID1365;4533;HSSE Training;Jr. Staff;HSSE Group;Training;10/06/2025;11/06/2025;June;Palembang;2;Aktif;11/06/2025;6;2025;;;SAP
ET00278;ID1365;6321;Certification;Jr. Staff;HSSE Group;Sertifikasi Kompetensi;12/06/2025;12/06/2025;June;Palembang;1;Aktif;12/06/2028;6;2028;;;SAP
ET00279;ID1404;8196;Technical Training;Staff;HSSE Group;Training;19/06/2025;20/06/2025;June;Semarang;2;Aktif;20/06/2025;6;2025;;;SAP
ET00280;ID0877;1713;Technical Training;Staff;Maintenance Group;Training;19/06/2025;20/06/2025;June;Semarang;2;Aktif;20/06/2025;6;2025;;;SAP
ET00281;ID1487;4724;Technical Training;Staff;Supporting Group;Training;19/06/2025;20/06/2025;June;Semarang;2;Aktif;20/06/2025;6;2025;;;SAP
ET00282;ID1151;71;HSSE Training;Sr. Staff;Maintenance Group;Training;16/04/2025;17/04/2025;April;Semarang;2;Aktif;17/04/2025;4;2025;;;SAP
ET00283;ID1487;4724;HSSE Training;Staff;Supporting Group;Training;16/04/2025;17/04/2025;April;Semarang;2;Aktif;17/04/2025;4;2025;;;SAP
ET00284;ID0881;126;HSSE Training;Staff;Maintenance Group;Training;21/04/2025;24/04/2025;April;Cirebon;4;Aktif;24/04/2025;4;2025;;;SAP
ET00285;ID1302;2255;HSSE Training;Staff;Engineering Group;Training;21/04/2025;24/04/2025;April;Palembang;4;Aktif;24/04/2025;4;2025;;;SAP
ET00286;ID1286;3780;HSSE Training;Staff;Engineering Group;Training;21/04/2025;24/04/2025;April;Palembang;4;Aktif;24/04/2025;4;2025;;;SAP
ET00287;ID1390;7474;HSSE Training;Sr. Staff;HSSE Group;Training;21/04/2025;23/04/2025;April;Bandung;3;Aktif;23/04/2025;4;2025;;;SAP
ET00288;ID0126;1713;HSSE Training;Jr. Staff;Production Group;Training;21/04/2025;24/04/2025;April;Cirebon;4;Aktif;24/04/2025;4;2025;;;SAP
ET00289;ID0124;4724;HSSE Training;Jr. Staff;Production Group;Training;21/04/2025;24/04/2025;April;Cirebon;4;Aktif;24/04/2025;4;2025;;;SAP
ET00290;ID1394;930;HSSE Training;Staff;HSSE Group;Training;21/04/2025;24/04/2025;April;Palembang;4;Aktif;24/04/2025;4;2025;;;SAP
ET00291;ID1465;2276;HSSE Training;Staff;Supporting Group;Training;21/04/2025;23/04/2025;April;Jakarta;3;Aktif;23/04/2025;4;2025;;;SAP
ET00292;ID1456;3328;HSSE Training;Sr. Staff;Supporting Group;Training;21/04/2025;23/04/2025;April;Bandung;3;Aktif;23/04/2025;4;2025;;;SAP
ET00293;ID0227;1303;HSSE Training;Sr. Staff;Production Group;Training;21/04/2025;23/04/2025;April;Bandung;3;Aktif;23/04/2025;4;2025;;;SAP
ET00294;ID0014;543;HSSE Training;Staff;Production Group;Training;21/04/2025;24/04/2025;April;Cirebon;4;Aktif;24/04/2025;4;2025;;;SAP
ET00295;ID0248;2276;HSSE Training;Jr. Staff;Production Group;Training;21/04/2025;24/04/2025;April;Cirebon;4;Aktif;24/04/2025;4;2025;;;SAP
ET00296;ID0341;4724;HSSE Training;Jr. Staff;Production Group;Training;21/04/2025;24/04/2025;April;Cirebon;4;Aktif;24/04/2025;4;2025;;;SAP
ET00297;ID0066;126;Technical Training;Staff;Production Group;Training;22/04/2025;23/04/2025;April;Cirebon;2;Aktif;23/04/2025;4;2025;;;SAP
ET00298;ID0099;2298;Technical Training;Staff;Production Group;Training;22/04/2025;23/04/2025;April;Cirebon;2;Aktif;23/04/2025;4;2025;;;SAP
ET00299;ID0103;6321;Technical Training;Staff;Production Group;Training;22/04/2025;23/04/2025;April;Cirebon;2;Aktif;23/04/2025;4;2025;;;SAP
ET00300;ID0110;4724;Technical Training;Jr. Staff;Production Group;Training;22/04/2025;23/04/2025;April;Cirebon;2;Aktif;23/04/2025;4;2025;;;SAP
ET00301;ID0015;313;Technical Training;Staff;Production Group;Training;22/04/2025;23/04/2025;April;Cirebon;2;Aktif;23/04/2025;4;2025;;;SAP
ET00302;ID0035;325;Technical Training;Staff;Production Group;Training;22/04/2025;23/04/2025;April;Cirebon;2;Aktif;23/04/2025;4;2025;;;SAP
ET00303;ID0066;4724;Certification;Staff;Production Group;Sertifikasi Kompetensi;24/04/2025;25/04/2025;April;Cirebon;2;Aktif;25/04/2028;4;2028;;;SAP
ET00304;ID0099;4724;Certification;Staff;Production Group;Sertifikasi Kompetensi;24/04/2025;25/04/2025;April;Cirebon;2;Aktif;25/04/2028;4;2028;;;SAP
ET00305;ID0103;2258;Certification;Staff;Production Group;Sertifikasi Kompetensi;24/04/2025;25/04/2025;April;Cirebon;2;Aktif;25/04/2028;4;2028;;;SAP
